;open;high;low;close;1h_chg%;24h_chg%;next_1h_chg;next_1h_high%;next_3h_high%;next_24h_chg;volume;qav;num_trades;taker_base_vol;taker_quote_vol;taker%;open_interest;oi_24h_chg%;oi_7d_chg%;%_long;%L_24h_chg%;%L_7d_chg%;fundings;fund_24h_chg;fund_7d_chg;liquidations_long;liquidations_short
31/10/2023 03:00;34352,02;34375,78;34202,33;34209,33;-0,42%;-0,33%;0,08%;0,23%;0,42%;0,70%;1150,10437;39428857,88;40261;461,23081;15810911,14;40%;87498,088;0,84%;;49,84;5,59%;;0,01;0,00%;;34938,5179;34938,5179
31/10/2023 04:00;34209,32;34289,53;34185;34236,1;0,08%;-0,04%;0,13%;0,30%;0,34%;0,53%;1126,59333;38566826,65;34657;623,55227;21345242,89;55%;87560,011;0,96%;;50,12;3,96%;;0,01;0,00%;;37493,5665;37493,5665
31/10/2023 05:00;34236,11;34337,31;34166;34282,21;0,13%;-0,06%;-0,10%;0,20%;0,39%;0,46%;1136,30229;38940258,18;37520;535,07087;18334965,46;47%;87831,012;1,47%;;51,2;5,44%;;0,01;0,00%;;14296,9284;14296,9284
31/10/2023 06:00;34282,21;34352,25;34139,11;34246,67;-0,10%;0,16%;-0,30%;0,15%;0,62%;0,30%;1315,80599;45094193,08;47390;647,2515;22181583,18;49%;87898,8;2,38%;;51,85;6,51%;;0,01;0,00%;;333172,8834;333172,8834
31/10/2023 07:00;34246,67;34299,4;34082,89;34145,21;-0,30%;-0,70%;0,75%;0,79%;0,92%;0,77%;1479,12418;50542918,7;57083;684,45879;23388546,17;46%;87030,656;2,38%;;52,2;5,88%;;0,01;0,00%;;179263,3231;179263,3231
31/10/2023 08:00;34145,22;34416,66;34025;34400,92;0,75%;-0,38%;0,04%;0,17%;0,39%;0,15%;2243,92048;76819199,95;81462;1215,05799;41603485,49;54%;86684,097;0,83%;;52,49;5,87%;;0,01;0,00%;;163879,468;163879,468
31/10/2023 09:00;34400,92;34460;34337,97;34414,65;0,04%;-0,36%;0,05%;0,10%;0,35%;0,07%;983,0008;33812392,31;42174;529,81213;18225423,7;54%;87112,774;1,20%;;51,71;7,73%;;0,01;0,00%;;4406,784;4406,784
31/10/2023 10:00;34414,65;34450;34354;34433,5;0,05%;-0,51%;0,16%;0,30%;0,30%;0,14%;956,58312;32915120,98;38621;416,45812;14329541,31;44%;87402,063;0,11%;;50,92;5,29%;;0,01;0,00%;;2480,688;2480,688
31/10/2023 11:00;34433,49;34535,75;34385,94;34488,27;0,16%;-0,29%;-0,55%;0,07%;0,07%;-0,33%;1505,93;51900493,55;48939;776,83184;26774171,55;52%;87269,419;-0,30%;;50,46;4,93%;;0,01;0,00%;;3070,856;3070,856
31/10/2023 12:00;34488,26;34514;34269,09;34297,16;-0,55%;-1,05%;-0,26%;0,12%;0,20%;0,37%;1640,69161;56427011,53;58607;666,32664;22913513,09;41%;86680,157;-0,53%;;49,69;4,81%;;0,01;0,00%;;226763,432;226763,432
31/10/2023 13:00;34297,17;34338,19;34138,83;34207,01;-0,26%;-1,17%;0,32%;0,46%;0,86%;1,71%;1621,13795;55528745,51;62319;729,60283;24991304,59;45%;87179,51;-0,05%;;49,13;3,85%;;0,01;0,00%;;319714,407;319714,407
31/10/2023 14:00;34207,01;34363,29;34130;34315,84;0,32%;-0,98%;-0,13%;0,14%;0,54%;0,82%;1911,9955;65490361,48;69320;905,3367;31009560,22;47%;86454,264;-1,09%;;49,97;6,21%;;0,01;0,00%;;104709,55;104709,55
31/10/2023 15:00;34315,85;34365,59;34150;34272,19;-0,13%;-0,54%;0,45%;0,66%;0,66%;-0,26%;1657,32259;56764393,6;71755;782,74475;26809871,36;47%;86390,247;-0,05%;;50,39;7,86%;;0,01;0,00%;;350685,8754;350685,8754
31/10/2023 16:00;34272,19;34500;34223,26;34425,6;0,45%;0,34%;-0,13%;0,01%;0,47%;-0,39%;1437,02343;49408255,46;59601;759,78564;26125171,18;53%;86776,027;-1,45%;;50,09;5,01%;;0,01;0,00%;;#N/A;#N/A
31/10/2023 17:00;34425,61;34430;34350;34381,03;-0,13%;0,20%;0,27%;0,33%;0,96%;0,23%;817,37235;28104661,43;36013;362,75653;12472335,07;44%;86395,814;-2,01%;;49,2;-1,60%;;0,01;0,00%;;5400,3761;5400,3761
31/10/2023 18:00;34381,04;34494,04;34335,29;34475,35;0,27%;0,13%;0,19%;0,33%;0,71%;0,10%;971,99563;33440900,8;36334;546,11687;18790228,17;56%;86939,485;-0,86%;;49,3;-1,52%;;0,01;0,00%;;33353,3772;33353,3772
31/10/2023 19:00;34475,36;34588;34428,72;34540,3;0,19%;0,36%;0,27%;0,49%;0,52%;0,11%;1597,99242;55130965,97;53022;870,78116;30042561,36;54%;87841,475;0,30%;;49,09;-2,37%;;0,01;0,00%;;34,5535;34,5535
31/10/2023 20:00;34540,3;34710;34508,03;34632,66;0,27%;0,30%;-0,45%;0,25%;0,25%;-0,22%;1791,26079;61999628,26;56799;1000,31915;34623793,94;56%;88055,178;1,67%;;48,31;-3,78%;;0,01;0,00%;;34,6517;34,6517
31/10/2023 21:00;34632,66;34720,49;34430;34475,98;-0,45%;0,02%;0,24%;0,47%;0,56%;2,70%;1356,887;46912013,82;49171;614,88191;21262401,38;45%;87142,158;0,31%;;47,62;-4,49%;;0,01;0,00%;;209516,556;209516,556
31/10/2023 22:00;34475,98;34638,46;34444,13;34559,15;0,24%;0,24%;0,23%;0,29%;0,32%;2,38%;1047,96414;36201032,89;36795;529,13497;18279140,81;50%;87596,968;0,92%;;47,33;-4,94%;;0,01;0,00%;;6534,0513;6534,0513
31/10/2023 23:00;34559,16;34658,35;34516,04;34639,77;0,23%;0,37%;-0,38%;0,08%;0,08%;1,85%;1087,68053;37630674,26;33789;582,72559;20160377,97;54%;88250,467;2,03%;;47,17;-5,26%;;0,01;0,00%;;8420,2902;8420,2902
01/11/2023 00:00;34639,78;34668,05;34500,15;34507,68;-0,38%;0,17%;-0,05%;0,14%;0,14%;2,65%;1514,98495;52382476,63;58136;660,27743;22830412,94;44%;87383,694;0,90%;;47,03;-5,85%;;0,01;0,00%;;28826,1205;28826,1205
01/11/2023 01:00;34507,67;34557,11;34465,62;34492,07;-0,05%;0,41%;-0,12%;0,01%;0,01%;2,70%;813,73754;28084832,19;30364;353,03305;12183850,2;43%;86823,82;-0,05%;;46,61;-6,29%;;0,01;0,00%;;124466,749;124466,749
01/11/2023 02:00;34492,08;34494,2;34426,09;34450,03;-0,12%;0,70%;-0,09%;0,05%;0,05%;3,24%;646,5171;22284934,03;25112;288,9417;9959407,729;45%;86688,531;-0,93%;;46,64;-6,42%;;0,01;0,00%;;35500,186;35500,186
01/11/2023 03:00;34450,04;34466,03;34400;34418,4;-0,09%;0,53%;0,06%;0,14%;0,14%;3,66%;772,84636;26612725,62;26936;343,24839;11819118,24;44%;86125,119;-1,64%;;46,74;-6,74%;;0,01;0,00%;;58944,16;58944,16
01/11/2023 04:00;34418,39;34464,97;34386,44;34439,57;0,06%;0,46%;-0,26%;0,01%;0,17%;3,29%;715,07737;24620075,2;24757;374,88401;12907796,19;52%;86190,321;-1,87%;;47,04;-8,13%;;0,01;0,00%;;73323,6448;73323,6448
01/11/2023 05:00;34439,57;34443,85;34333;34348,39;-0,26%;0,30%;0,17%;0,20%;0,44%;3,24%;839,52376;28872777,7;33671;340,51129;11711669,63;41%;86241,63;-1,89%;;47,31;-8,76%;;0,01;0,00%;;95740,6114;95740,6114
01/11/2023 06:00;34348,4;34416,66;34316;34407,11;0,17%;0,77%;0,13%;0,27%;0,27%;2,29%;813,92979;27975788,69;31475;394,72131;13566112,35;48%;86452,593;-0,66%;;47,21;-9,56%;;0,01;0,00%;;55971,6354;55971,6354
01/11/2023 07:00;34407,1;34498,57;34392,26;34451,28;0,13%;0,15%;-0,03%;0,07%;0,12%;2,26%;847,98166;29219314,06;34362;383,71438;13220987,72;45%;86462,27;-0,26%;;47,71;-9,11%;;0,01;0,00%;;5307,4406;5307,4406
01/11/2023 08:00;34451,28;34476,41;34411,47;34440,17;-0,03%;0,07%;0,12%;0,15%;0,15%;2,44%;828,42682;28536310,48;29010;334,52568;11522626,07;40%;86756,042;-0,41%;;47,82;-7,52%;;0,01;0,00%;;964,712;964,712
01/11/2023 09:00;34440,17;34493,48;34415,93;34481,84;0,12%;0,14%;-0,31%;0,00%;1,18%;2,43%;670,82299;23110334,8;27684;255,31391;8795475,406;38%;86811,225;-0,68%;;48,11;-5,52%;;0,01;0,00%;;172,4995;172,4995
01/11/2023 10:00;34481,84;34481,85;34353,4;34374,69;-0,31%;-0,33%;0,14%;0,22%;2,40%;2,92%;920,44454;31671719,78;33913;304,46774;10476076,48;33%;86802,682;-0,53%;;47,97;-4,93%;;0,01;0,00%;;21629,8004;21629,8004
01/11/2023 11:00;34374,69;34449,33;34345;34424,07;0,14%;0,37%;1,06%;1,35%;2,25%;2,75%;931,10278;32019441,66;34914;431,48429;14837668,3;46%;86990,019;0,36%;;48,23;-2,94%;;0,01;0,00%;;35166,2009;35166,2009
01/11/2023 12:00;34424,07;34889,96;34345;34790,61;1,06%;1,71%;-0,56%;1,18%;1,18%;1,68%;3597,29663;124636287,3;98598;2002,08074;69391604,03;56%;89991,416;3,23%;;48,88;-0,51%;;0,01;0,00%;;45377,4962;45377,4962
01/11/2023 13:00;34790,6;35200;34400,33;34595,54;-0,56%;0,82%;-1,19%;0,19%;0,19%;2,18%;8043,74214;279585622,6;204941;3876,66005;134830704,7;48%;90119,169;4,24%;;46,39;-7,16%;;0,01;0,00%;;930908,5665;930908,5665
01/11/2023 14:00;34595,54;34660;34097,39;34183,96;-1,19%;-0,26%;0,32%;0,37%;1,05%;2,17%;4626,89653;159059791,9;119699;1828,5624;62861356,73;40%;88976,3;2,99%;;48,63;-3,49%;;0,01;0,00%;;617339,6914;617339,6914
01/11/2023 15:00;34183,97;34311,24;34161,73;34291,94;0,32%;-0,39%;0,49%;0,73%;1,30%;1,85%;2718,96188;93134921,54;74448;1313,19695;44979343;48%;89007,095;2,57%;;50,66;1,14%;;0,01;0,00%;;24899,5494;24899,5494
01/11/2023 16:00;34291,94;34543,13;34280,02;34458,63;0,49%;0,23%;0,15%;0,22%;0,81%;0,53%;2127,28394;73205011,08;61701;1138,50289;39184174,72;54%;88168,148;2,05%;;51,75;5,18%;;0,01;0,00%;;52824,7272;52824,7272
01/11/2023 17:00;34458,62;34534,46;34350;34510,28;0,15%;0,10%;0,20%;0,66%;2,80%;0,39%;1969,67109;67874707,29;60837;893,82031;30798564,06;45%;87377,785;0,50%;;51,07;3,59%;;0,01;0,00%;;2865,7244;2865,7244
01/11/2023 18:00;34510,28;34738,07;34432,76;34578,5;0,20%;0,11%;-0,06%;0,41%;2,90%;0,56%;3128,29895;108117765,3;107260;1671,90389;57789029,88;53%;86041,827;-2,05%;;50,73;3,34%;;0,01;0,00%;;266675,5616;266675,5616
01/11/2023 19:00;34578,49;34720,43;34491,82;34557,67;-0,06%;-0,22%;2,46%;2,66%;2,96%;0,84%;2394,85314;82857257,86;88060;1153,315;39903569,59;48%;85181,449;-3,26%;;50,23;3,97%;;0,01;0,00%;;199159,4966;199159,4966
01/11/2023 20:00;34557,67;35478;34540;35406,08;2,46%;2,70%;-0,07%;0,50%;0,50%;-1,15%;5243,98487;183459367,9;143060;3045,57816;106572852,9;58%;85211,221;-2,22%;;50,08;5,17%;;0,01;0,00%;;32050,8111;32050,8111
01/11/2023 21:00;35406,08;35582;35086,57;35380,93;-0,07%;2,38%;-0,28%;0,42%;0,76%;-1,35%;5321,37885;188057168,1;146015;2555,86557;90349632,84;48%;85479,864;-2,42%;;47,76;0,91%;;0,01;0,00%;;291347,7204;291347,7204
01/11/2023 22:00;35380,92;35530,16;35192,25;35280,28;-0,28%;1,85%;0,40%;0,52%;1,05%;-1,02%;2579,70032;91218264,38;76956;1143,55471;40447211,41;44%;85745,158;-2,84%;;46,5;-1,42%;;0,01;0,00%;;137368,2531;137368,2531
01/11/2023 23:00;35280,29;35464,1;35222,22;35421,43;0,40%;2,65%;0,01%;0,65%;1,59%;-1,79%;1405,81765;49751924,36;52726;690,83905;24448646,29;49%;86819,249;-0,65%;;45,61;-3,02%;;0,01;0,00%;;53475,0366;53475,0366
02/11/2023 00:00;35421,43;35649,99;35362;35423,29;0,01%;2,70%;0,41%;0,54%;1,59%;-1,36%;2217,57614;78677043,32;68934;1117,01983;39632932,01;50%;87391,809;0,65%;;44,96;-3,54%;;0,01;0,00%;;132643,6854;132643,6854
02/11/2023 01:00;35423,3;35616,01;35397,21;35567,88;0,41%;3,24%;0,31%;1,17%;1,17%;-2,97%;1474,15678;52349329,31;49519;736,97967;26171031,25;50%;88098,86;1,63%;;44,5;-4,59%;;0,01;0,00%;;142,3348;142,3348
02/11/2023 02:00;35567,88;35984,99;35518,61;35678,85;0,31%;3,66%;-0,30%;0,40%;0,40%;-3,04%;3510,79479;125464412,6;97773;1832,46481;65494157,53;52%;87595,182;1,71%;;44,24;-5,35%;;0,01;0,00%;;316449,705;316449,705
02/11/2023 03:00;35678,85;35819,81;35550;35571,68;-0,30%;3,29%;-0,31%;0,08%;0,08%;-2,51%;2247,13667;80156371,49;65512;1044,43685;37259459,27;46%;86476,456;0,33%;;44,44;-5,53%;;0,01;0,00%;;200588,764;200588,764
02/11/2023 04:00;35571,68;35600;35445,92;35460,39;-0,31%;3,24%;-0,74%;0,07%;0,07%;-2,20%;1226,10027;43561720,45;43364;557,25875;19799046,63;45%;86940,381;0,81%;;44,6;-5,73%;;0,01;0,00%;;183556,215;183556,215
02/11/2023 05:00;35460,38;35486,75;35152;35196,7;-0,74%;2,29%;0,10%;0,19%;0,44%;-2,25%;2416,78948;85261377,71;70011;996,33628;35144378,03;41%;87636,104;1,37%;;44,27;-6,23%;;0,01;0,00%;;696291,2;696291,2
02/11/2023 06:00;35196,69;35262,24;35063,25;35231,22;0,10%;2,26%;0,14%;0,35%;0,51%;-1,96%;1938,73321;68207371,09;57273;858,84934;30218264,85;44%;87216,094;0,87%;;45,98;-3,63%;;0,01;0,00%;;225810,839;225810,839
02/11/2023 07:00;35231,21;35352,88;35212;35279,85;0,14%;2,44%;0,11%;0,11%;0,56%;-2,37%;1303,93083;45997202,41;39832;723,96989;25538793,16;56%;87036,691;0,32%;;47,54;-0,59%;;0,01;0,00%;;20286,4025;20286,4025
02/11/2023 08:00;35279,86;35320;35095;35318,14;0,11%;2,43%;0,17%;0,26%;0,45%;-2,42%;1649,69324;58084121,19;45268;860,57073;30292265,55;52%;87239,626;0,49%;;48,12;0,02%;;0,01;0,00%;;196269,0336;196269,0336
02/11/2023 09:00;35318,14;35410;35253,02;35377,12;0,17%;2,92%;-0,02%;0,29%;0,29%;-2,68%;1297,11925;45846348,05;37899;664,93896;23504299,25;51%;87534,389;0,84%;;48,42;0,94%;;0,01;0,00%;;0;0
02/11/2023 10:00;35377,12;35478,02;35336,01;35370,05;-0,02%;2,75%;0,01%;0,19%;0,25%;-3,14%;1340,01079;47449207,9;42396;668,22356;23663675,18;50%;87992,403;1,15%;;48,61;0,79%;;0,01;0,00%;;849,0072;849,0072
02/11/2023 11:00;35370,06;35438,79;35304,87;35373,56;0,01%;1,68%;-0,06%;0,24%;0,24%;-3,09%;1221,66077;43214088,54;50205;520,52925;18412880,64;43%;87972,245;-2,24%;;48;-1,80%;;0,01;0,00%;;43938,855;43938,855
02/11/2023 12:00;35373,56;35457,96;35304,92;35351,13;-0,06%;2,18%;-1,20%;0,05%;0,05%;-3,11%;1118,81115;39585361,85;43578;570,08463;20169451,69;51%;88002,097;-2,35%;;47,81;3,06%;;0,01;0,00%;;6434,974;6434,974
02/11/2023 13:00;35351,12;35367,11;34680;34926,96;-1,20%;2,17%;-0,01%;0,28%;0,28%;-1,51%;4493,79779;157505329,8;128024;2103,25239;73714995,35;47%;85693,467;-3,69%;;48,25;-0,78%;;0,01;0,00%;;697545,1266;697545,1266
02/11/2023 14:00;34926,97;35023,34;34689,93;34924,74;-0,01%;1,85%;-0,82%;0,02%;0,02%;-1,01%;3464,22005;120767874,4;90641;1710,53606;59634004,32;49%;85472,72;-3,97%;;48,89;-3,49%;;0,01;0,00%;;238528,6692;238528,6692
02/11/2023 15:00;34924,74;34932,53;34537,99;34640,01;-0,82%;0,53%;0,02%;0,29%;0,65%;0,21%;3413,86798;118507940,4;96891;1614,43627;56048588,94;47%;83670,107;-5,10%;;49,98;-3,42%;;0,01;0,00%;;893222,5464;893222,5464
02/11/2023 16:00;34640,01;34739,47;34300;34646;0,02%;0,39%;0,36%;0,39%;1,07%;0,34%;3842,14319;132686813;104539;1899,50054;65614223,01;49%;82354,198;-5,75%;;50,56;-1,00%;;0,01;0,00%;;721387,2691;721387,2691
02/11/2023 17:00;34646;34781,25;34550,01;34771,99;0,36%;0,56%;0,22%;0,27%;0,94%;-0,30%;1800,05857;62383212,76;58629;976,71415;33851145,93;54%;81658,087;-5,09%;;50,85;0,24%;;0,01;0,00%;;6433,634;6433,634
02/11/2023 18:00;34772;34865,69;34720,83;34847,69;0,22%;0,84%;0,44%;0,49%;0,72%;-1,21%;1523,3874;53017690,9;47511;788,98114;27456663,79;52%;81385,207;-4,46%;;51,71;2,95%;;0,01;0,00%;;0;0
02/11/2023 19:00;34847,69;35017,42;34811,21;35000,01;0,44%;-1,15%;-0,28%;0,28%;0,28%;-1,35%;1551,6449;54164515,57;50097;829,17583;28946266,54;53%;81443,499;-4,42%;;51,55;2,94%;;0,01;0,00%;;0;0
02/11/2023 20:00;35000;35097,19;34822;34903,64;-0,28%;-1,35%;0,05%;0,20%;0,20%;-1,07%;2288,063;79970739,66;61929;1069,35228;37372444,71;47%;80999,995;-5,24%;;51,53;7,89%;;0,01;0,00%;;310744,0799;310744,0799
02/11/2023 21:00;34903,65;34973,64;34846,45;34921,92;0,05%;-1,02%;-0,38%;0,02%;0,07%;-0,94%;947,06339;33052658,84;32683;374,48393;13069687,34;40%;80911,551;-5,64%;;50,53;8,67%;;0,01;0,00%;;7369,5759;7369,5759
02/11/2023 22:00;34921,93;34927,5;34764,7;34788,81;-0,38%;-1,79%;0,44%;0,44%;0,45%;-0,54%;880,15839;30663180,38;34016;399,55793;13918573,83;45%;81398,682;-6,24%;;50,29;10,26%;;0,01;0,00%;;68007,2165;68007,2165
02/11/2023 23:00;34788,82;34941,59;34706,51;34941,59;0,44%;-1,36%;-1,23%;0,01%;0,01%;-0,90%;848,65929;29567786,44;34313;385,70043;13438490,12;45%;81436,927;-6,81%;;49,58;10,28%;;0,01;0,00%;;33228,0351;33228,0351
03/11/2023 00:00;34941,58;34946,5;34400,81;34510,29;-1,23%;-2,97%;0,24%;0,32%;0,58%;0,60%;2936,40188;101709372;78383;1402,62005;48548730,21;48%;81916,267;-7,02%;;49,67;11,62%;;0,01;0,00%;;2253666,25;2253666,25
03/11/2023 01:00;34510,3;34622,22;34366,7;34594,32;0,24%;-3,04%;0,24%;0,34%;0,34%;0,30%;1761,37646;60796031,47;65976;789,10483;27235814,99;45%;81900,063;-6,50%;;49,92;12,84%;;0,01;0,00%;;919247,8525;919247,8525
03/11/2023 02:00;34594,33;34711,73;34552,92;34677,59;0,24%;-2,51%;0,01%;0,07%;0,07%;0,26%;956,63199;33146859,2;35429;527,78918;18287848,38;55%;81724,857;-5,49%;;50,44;13,50%;;0,01;0,00%;;0;0
03/11/2023 03:00;34677,59;34702,93;34624;34681,92;0,01%;-2,20%;-0,80%;0,04%;0,04%;-0,02%;576,59651;19987123,06;24283;252,51103;8752626,446;44%;82025,72;-5,65%;;50,36;12,91%;;0,01;0,00%;;#N/A;#N/A
03/11/2023 04:00;34681,91;34696,4;34310;34404,25;-0,80%;-2,25%;0,40%;0,43%;0,46%;0,89%;1746,7696;60206063,62;54014;708,10584;24401784,52;41%;81912,516;-6,53%;;50,35;13,73%;;0,01;0,00%;;248896,621;248896,621
03/11/2023 05:00;34404,26;34553,05;34335,17;34540,72;0,40%;-1,96%;-0,28%;0,07%;0,25%;0,38%;1171,48608;40355508,2;41260;574,26668;19782489,23;49%;81676,698;-6,35%;;50,8;10,48%;;0,01;0,00%;;1174,19;1174,19
03/11/2023 06:00;34540,72;34563,57;34424,84;34444,92;-0,28%;-2,37%;0,06%;0,18%;0,53%;0,91%;977,46877;33723932,2;35790;455,33498;15708256,04;47%;82260,348;-5,49%;;51,49;8,31%;;0,01;0,00%;;63174,1474;63174,1474
03/11/2023 07:00;34444,93;34505,88;34355;34464,97;0,06%;-2,42%;-0,11%;0,47%;0,47%;0,90%;1280,98806;44117811,97;38435;718,80597;24757440,25;56%;82312,344;-5,65%;;51,18;6,36%;;0,01;0,00%;;118542,33;118542,33
03/11/2023 08:00;34464,98;34626,12;34212;34428,07;-0,11%;-2,68%;-0,49%;0,06%;0,06%;0,99%;2688,98223;92640670,32;75129;1301,30969;44840470,34;48%;81712,287;-6,65%;;51,75;6,88%;;0,01;0,00%;;251977,0682;251977,0682
03/11/2023 09:00;34428,07;34448,67;34195;34258,94;-0,49%;-3,14%;0,06%;0,06%;0,56%;1,74%;2447,16302;83956067,44;65781;1239,66254;42535577,82;51%;82708,807;-6,00%;;52,32;7,63%;;0,01;0,00%;;172467,357;172467,357
03/11/2023 10:00;34258,95;34280;34120;34279,34;0,06%;-3,09%;-0,08%;0,01%;0,89%;1,39%;2361,08804;80756346,73;70375;1338,17909;45770248,15;57%;84321,387;-4,15%;;52,54;9,46%;;0,01;0,00%;;645109,0578;645109,0578
03/11/2023 11:00;34279,35;34281,76;34163;34252,4;-0,08%;-3,11%;0,43%;0,58%;1,56%;1,39%;1599,34986;54727497,12;44628;879,35393;30090014,86;55%;85143,136;-3,25%;;53,35;11,59%;;0,01;0,00%;;0;0
03/11/2023 12:00;34252,39;34450;34150,68;34398,09;0,43%;-1,51%;0,50%;0,54%;1,31%;0,91%;2071,16241;71081099,68;72217;1100,20359;37756549,07;53%;85231,807;-0,54%;;53,97;11,85%;;0,01;0,00%;;4300,725;4300,725
03/11/2023 13:00;34398,09;34584,9;34334,75;34570,8;0,50%;-1,01%;0,41%;0,63%;0,80%;0,54%;1702,31642;58626951,78;58560;907,4017;31253340,53;53%;84938,102;-0,63%;;54,35;11,17%;;0,01;0,00%;;18844,029;18844,029
03/11/2023 14:00;34570,8;34788;34500,68;34712,69;0,41%;0,21%;0,15%;0,39%;0,39%;-0,04%;2742,21762;95006763,31;79689;1446,2709;50108955,55;53%;85452,945;2,13%;;53,98;8,00%;;0,01;0,00%;;56481,305;56481,305
03/11/2023 15:00;34712,69;34848,79;34682,77;34763,71;0,15%;0,34%;-0,28%;0,17%;0,17%;-0,09%;2312,19501;80423970,08;59673;1081,27819;37608370,05;47%;85163,736;3,41%;;52,18;3,20%;;0,01;0,00%;;40112,463;40112,463
03/11/2023 16:00;34763,71;34822,15;34576,29;34665,96;-0,28%;-0,30%;-0,69%;0,01%;0,01%;0,13%;1891,89478;65644151,42;59888;877,48971;30446107,29;46%;84267,529;3,20%;;51,2;0,69%;;0,01;0,00%;;471297,8543;471297,8543
03/11/2023 17:00;34665,95;34669,89;34323,37;34425,2;-0,69%;-1,21%;0,30%;0,52%;0,68%;0,78%;2104,06717;72510508,99;64222;868,66452;29938962,93;41%;83229,036;2,27%;;49,88;-3,54%;;0,01;0,00%;;977000,9625;977000,9625
03/11/2023 18:00;34425,21;34604,68;34351,18;34527,89;0,30%;-1,35%;0,01%;0,17%;0,50%;0,68%;1395,31091;48116965,98;52929;679,5006;23431707,76;49%;83325,844;2,31%;;51,43;-0,23%;;0,01;0,00%;;5384,6676;5384,6676
03/11/2023 19:00;34527,89;34585,35;34419,35;34530,71;0,01%;-1,07%;0,18%;0,37%;0,49%;0,72%;1057,02773;36467532,68;39630;519,55714;17924757,94;49%;82604,314;1,98%;;51,86;0,64%;;0,01;0,00%;;11218,3825;11218,3825
03/11/2023 20:00;34530,71;34659,66;34485,65;34593,9;0,18%;-0,94%;0,02%;0,31%;0,42%;0,40%;1046,24789;36198348,86;37664;485,75796;16805198,07;46%;82272,091;1,68%;;51,77;2,45%;;0,01;0,00%;;3320,4768;3320,4768
03/11/2023 21:00;34593,9;34700;34583,86;34600,93;0,02%;-0,54%;0,08%;0,10%;0,40%;0,44%;704,45031;24415621,02;27010;288,42335;9997356,412;41%;81520,509;0,15%;;51,78;2,96%;;0,01;0,00%;;138,36;138,36
03/11/2023 22:00;34600,94;34635,25;34563,54;34628,14;0,08%;-0,90%;0,26%;0,32%;0,46%;0,49%;645,16337;22322461,48;25778;273,14299;9449928,907;42%;81912,27;0,58%;;51,42;3,71%;;0,01;0,00%;;22015,3944;22015,3944
03/11/2023 23:00;34628,13;34740;34611,38;34716,78;0,26%;0,60%;-0,06%;0,02%;0,20%;1,28%;894,85032;31025172,94;30630;454,12223;15743632;51%;81467,15;-0,55%;;51,3;3,28%;;0,01;0,00%;;0;0
04/11/2023 00:00;34716,78;34725;34653,84;34696,65;-0,06%;0,30%;0,21%;0,26%;0,26%;1,05%;654,53035;22704963,12;32222;266,04931;9228304,941;41%;81486,277;-0,51%;;51,24;2,64%;;0,01;0,00%;;4820,5339;4820,5339
04/11/2023 01:00;34696,66;34786,68;34632,47;34768,15;0,21%;0,26%;-0,27%;0,05%;0,05%;0,60%;724,86868;25163267,53;33975;378,23555;13132337,04;52%;81658,568;-0,08%;;50,79;0,69%;;0,01;0,00%;;0;0
04/11/2023 02:00;34768,14;34786,66;34668,17;34673,75;-0,27%;-0,02%;0,10%;0,16%;0,25%;1,13%;550,41025;19115114,84;25565;248,16794;8618296,446;45%;81726,013;-0,37%;;50,52;0,32%;;0,01;0,00%;;5061,1046;5061,1046
04/11/2023 03:00;34673,76;34729,33;34647;34708,9;0,10%;0,89%;-0,11%;0,04%;0,84%;0,98%;360,04527;12487206,91;23135;176,78026;6131064,739;49%;81843,507;-0,08%;;50,21;-0,28%;;0,01;0,00%;;63778,4162;63778,4162
04/11/2023 04:00;34708,91;34724,39;34647;34671,02;-0,11%;0,38%;0,26%;0,26%;0,95%;1,75%;447,65059;15525278,34;24810;203,62494;7061598,592;45%;81737,72;0,07%;;50,17;-1,24%;;0,01;0,00%;;2426,067;2426,067
04/11/2023 05:00;34671,01;34760;34585,18;34760;0,26%;0,91%;0,04%;0,69%;0,69%;1,13%;833,78335;28885412,09;35704;425,42938;14740328,95;51%;82824,361;0,69%;;49,91;-3,07%;;0,01;0,00%;;127727,9325;127727,9325
04/11/2023 06:00;34759,99;35000;34720,11;34775,26;0,04%;0,90%;-0,02%;0,28%;0,32%;1,12%;2120,4953;73893401,14;73556;1210,11029;42174132,02;57%;84213,645;2,31%;;49,65;-2,99%;;0,01;0,00%;;144270,185;144270,185
04/11/2023 07:00;34775,27;34874,09;34759,99;34767,99;-0,02%;0,99%;0,25%;0,34%;0,34%;0,83%;719,87032;25064136,67;39759;368,21672;12820066,84;51%;84264,034;3,12%;;49,45;-4,44%;;0,01;0,00%;;22767,2105;22767,2105
04/11/2023 08:00;34767,99;34884,93;34709,92;34854,42;0,25%;1,74%;-0,28%;0,04%;0,04%;0,88%;852,22814;29650739,8;37168;420,41214;14629078,23;49%;84115,556;1,70%;;49,36;-5,66%;;0,01;0,00%;;80464,032;80464,032
04/11/2023 09:00;34854,43;34869,48;34750;34757,01;-0,28%;1,39%;-0,08%;0,13%;0,13%;0,77%;904,81761;31500737,16;33462;337,38549;11745033,19;37%;84180,513;-0,17%;;49,35;-6,07%;;0,01;0,00%;;2432,507;2432,507
04/11/2023 10:00;34757;34802,57;34726;34729,94;-0,08%;1,39%;-0,05%;0,16%;0,16%;1,06%;566,12093;19679889,17;26372;257,10432;8937375,73;45%;84205,543;-1,10%;;49,27;-7,65%;;0,01;0,00%;;13091,1365;13091,1365
